Student ID	Cumulative GPA	Age	Total Course Credits
17005923	3.34	23	53
64020470	3.52	39	20
58845832	3.64	26	107
64364398	3.42	20	16
96128383	3.44	37	88
14714138	2.70	15	39
24559951	2.85	19	88
39821750	3.87	19	51
30498480	3.69	19	94
28278308	3.72	40	24
52830074	3.53	27	57
27649215	3.95	20	22
40496582	2.27	26	99
10976771	3.55	31	101
73122943	3.80	20	54
41606333	2.10	25	117
16121948	3.38	24	107
79131260	3.32	40	110
75435064	2.57	37	110
17077009	2.30	34	51
24695830	3.72	24	91
71008454	1.83	18	100
78505514	2.84	29	56
10646780	3.10	26	97
15108698	3.41	22	91
16134165	3.98	25	27
46659592	2.11	16	66
92633570	3.98	26	29
32591144	3.39	38	102
85172811	3.68	40	86
78603821	3.22	34	65
41222218	3.78	15	93
69793931	2.23	32	47
25488637	3.14	35	28
88801952	3.15	30	116
88870042	2.02	19	95
15718290	2.15	19	57
62961331	3.29	21	68
46902077	2.11	38	69
15083280	3.91	37	22
27404172	3.95	19	51
34091011	2.34	29	16
89553252	1.85	17	71
25734450	3.29	15	38
89239244	3.72	18	48
83649899	2.42	39	32
23373695	3.50	36	118
32042427	3.88	30	96
75396668	3.92	23	65
94283088	3.89	19	80
99720677	3.57	35	35
37299184	3.51	20	46
18010397	3.46	15	64
39161224	2.26	28	76
46943387	3.14	15	36
54084691	2.97	34	79
57785490	2.31	17	119
72976747	2.64	22	47
81358304	3.21	38	39
39708952	3.76	22	60
21011958	1.89	16	63
88395709	3.52	38	48
36003118	2.08	17	23
56411708	2.94	16	33
35395528	3.11	27	41
68428858	3.20	31	57
23340220	2.35	27	110
62863891	3.50	19	58
32287289	3.76	21	95
93748682	2.76	37	39
42684256	3.88	37	17
73750816	3.64	30	18
44387898	2.84	27	46
39444828	2.99	19	90
83496030	3.48	24	60
74634328	1.81	40	77
12263281	3.20	19	56
56826586	1.82	35	32
89039514	2.97	24	104
45201173	3.53	30	28
87892507	2.90	21	19
77603948	3.50	35	120
91645723	3.45	19	100
58121348	3.04	23	87
15722611	3.84	37	44
36952013	3.00	23	44
11536857	2.22	21	118
79961846	2.26	40	47
94325248	3.72	37	46
93937309	3.20	22	119
48287554	3.89	36	60
95841397	1.99	28	86
53675333	3.09	18	52
54014223	3.18	32	108
44712946	3.38	24	69
60473356	3.81	34	115
46454145	3.28	37	28
75702159	2.85	40	102
47530653	2.88	22	40
51196525	3.03	16	79
40256953	3.23	38	102
34891876	2.25	26	52
24279242	2.66	34	35
39720845	2.44	26	62
83798605	2.59	40	97
18486435	2.11	30	69
53460161	3.56	25	38
72483151	2.38	28	101
71132162	2.14	24	42
79838242	1.89	35	23
13241781	2.96	38	69
13603219	2.32	24	18
15789235	2.37	18	77
33945271	3.55	23	92
71956170	2.21	21	85
62563747	3.16	18	31
33173883	1.94	20	22
63853648	2.16	32	63
35418683	3.80	24	82
70427415	2.90	35	97
83962750	3.08	30	108
43161131	2.94	36	54
92483270	3.78	29	119
98079322	2.93	22	73
81355854	2.50	17	56
51750562	2.15	34	120
41183178	3.87	20	18
90486636	2.01	34	39
18851606	3.77	21	108
88434578	3.16	36	103
79290645	3.52	30	94
37908081	2.44	35	55
98276570	2.38	17	61
80181582	1.84	33	44
96054636	3.07	32	55
25486027	3.17	25	29
93694196	2.21	34	76
46794635	1.88	32	96
27412074	3.24	25	88
59302975	1.89	23	63
76204255	3.69	30	30
45931082	2.68	27	73
18168937	3.99	40	75
46924625	3.69	17	96
45096343	2.44	31	54
21951797	2.00	39	53
85055902	3.45	15	110
19593688	2.91	25	31
69836210	1.90	31	24
51611156	2.64	17	26
32340755	2.82	30	15
42531028	3.85	17	114
95129566	2.97	21	112
53791350	2.67	35	76
20988604	2.85	18	16
49835895	3.34	27	91
37288055	2.04	26	66
28846727	3.92	33	91
95275377	3.19	15	30
84682252	1.94	16	33
70426180	3.04	26	114
71806724	2.69	38	29
89644356	2.25	39	96
98857496	2.26	38	73
43804084	2.05	26	52
90768437	2.74	25	118
81775832	3.41	32	54
15882322	1.82	20	112
77401542	2.28	30	88
98618588	1.80	21	116
85720558	2.73	37	38
43562674	3.76	16	34
49214121	3.26	35	101
91454931	2.08	27	70
65350395	3.59	15	78
50096045	2.86	34	117
34357942	2.45	33	65
32892151	2.04	19	83
66500375	3.73	17	33
57316146	3.63	19	35
86955053	2.70	18	94
96556778	2.39	24	83
20586440	3.64	37	91
21452578	3.88	17	19
46770354	3.17	31	28
49612343	1.87	30	93
39696218	4.00	19	120
54887405	3.05	39	90
84778761	2.57	20	50
82315915	3.00	39	110
30800826	3.45	37	56
74640460	3.57	15	38
69041706	2.34	24	67
83828650	3.06	19	111
43693469	2.95	21	116
74972025	3.91	22	111
94958774	3.77	39	106
20712108	3.48	23	55
91213225	2.51	37	100
78864918	3.00	36	55
46581528	3.42	21	80
27489923	2.81	34	26
73011782	1.98	19	79
12391454	2.15	16	21
91722935	3.45	35	37
30936678	2.46	40	100
57946599	2.43	33	48
73948171	2.92	30	58
52767278	2.81	38	120
12635750	2.13	29	52
16259397	3.21	20	82
23969334	3.22	40	96
43030104	2.36	16	29
86128648	3.06	32	105
87812802	3.64	31	78
87521711	3.70	21	102
38898038	3.96	26	30
77760323	3.21	28	81
27081255	3.80	18	51
31463495	2.44	25	77
43337458	3.31	39	63
98809822	3.67	37	58
92604198	2.36	32	27
62744503	2.43	28	104
75761160	2.05	27	49
13075849	2.92	33	80
43908447	3.58	19	77
74232800	2.53	20	55
32369287	2.51	27	76
31155312	3.84	38	84
23100621	3.74	15	98
38327457	1.91	20	65
54456093	2.72	32	89
75405656	2.58	24	84
46899985	3.67	39	38
97832514	1.93	21	56
66232969	2.56	23	71
18153752	3.29	24	55
86483867	3.79	36	86
65703811	2.54	33	113
52893317	2.22	19	108
37058629	2.38	36	82
42017683	3.42	33	40
44284267	2.67	24	112
59425368	3.82	36	51
45238945	2.83	39	116
22229858	2.91	39	84
66481674	3.87	30	15
84950477	1.99	36	62
31996667	2.14	24	90
68298513	3.92	17	119
29930308	3.59	30	56
20353447	3.43	28	82
46802714	2.12	27	38
96165250	2.94	39	29
16722372	3.27	32	80
63201392	2.47	28	98
93441945	3.61	32	69
16367823	2.19	21	64
84794253	3.95	38	35
31065494	2.27	25	79
30625281	2.37	31	105
43805712	2.36	32	16
50587708	2.85	31	55
66314242	3.13	19	23
69800015	2.45	38	102
11391645	2.23	29	68
44335292	1.93	29	68
83258716	2.66	32	26
96940488	3.59	39	106
32482955	2.11	27	120
91468221	1.82	30	75
43190329	3.28	35	31
66818578	3.27	16	83
48977760	1.86	26	60
89492135	1.83	31	101
40677781	1.94	33	90
32997114	2.06	22	93
87739226	2.94	16	114
90090080	3.67	35	46
40561547	2.97	20	92
63794901	2.29	15	80
27868086	3.84	33	63
31932415	3.22	32	86
56743488	2.80	20	44
68065356	3.90	30	66
84143333	2.00	24	22
89160044	3.51	33	50
24457268	2.70	32	16
77075854	2.22	22	69
25461703	1.89	21	73
98283165	3.69	16	20
97982951	3.66	35	55
62031943	2.26	34	18
28313975	2.22	25	118
32221327	2.70	20	33
85419517	2.85	16	77
59617262	3.84	17	33
51029334	3.34	26	110
83479662	3.60	19	97
63520506	3.98	40	24
52132698	3.06	23	33
29084940	2.88	16	27
96777880	3.98	30	55
24929982	2.32	32	57
63771328	3.46	30	87
33570680	3.35	22	97
70374578	2.78	21	66
73949355	2.57	39	119
14709350	3.82	39	59
16767236	3.96	33	120
55368066	3.28	40	113
22683295	3.25	32	66
14965246	2.43	20	74
35929824	3.23	25	82
87641942	2.98	39	22
49558783	2.09	15	69
85101759	2.11	26	105
72891323	2.52	37	87
28764899	2.83	24	36
32177209	2.90	22	34
60641368	3.20	17	35
18657954	3.72	31	76
46834380	3.91	39	28
28459508	3.91	22	67
82227816	1.91	22	57
95083048	3.21	25	88
53260283	3.63	16	15
19908031	3.47	31	28
55469264	2.03	32	19
40668877	3.21	17	115
85957468	2.50	22	42
26038072	3.54	15	113
92140444	2.43	25	59
45992075	3.25	34	99
13480993	2.08	32	102
21138348	2.01	28	37
55660517	2.37	26	109
70418512	3.99	40	32
59027980	2.70	16	55
72836919	3.92	21	106
85225271	3.36	20	100
46286755	3.69	20	47
24329418	3.69	19	31
59590909	2.48	31	24
20108948	2.50	38	17
58390186	2.15	26	79
49794282	2.00	21	67
67402677	2.49	33	83
27734809	3.35	32	88
44242050	2.74	38	115
73714256	3.02	24	119
58538263	3.64	32	108
88082717	2.40	21	117
51837337	3.38	23	72
63221471	2.72	30	113
35024204	1.82	34	87
22170175	2.38	29	57
63706358	3.46	25	25
32532977	2.94	33	27
92544414	2.93	33	33
96116756	3.00	23	25
41116773	2.62	28	119
64637466	2.09	20	58
45840914	3.13	17	38
94696178	1.84	19	109
46431578	2.76	38	26
74248569	3.77	22	21
36568664	3.23	17	72
54226977	3.81	28	21
16899362	3.85	26	47
76069390	2.64	30	93
63565255	3.56	26	78
46110958	3.92	34	40
88564825	1.92	39	101
91095875	2.65	21	44
48547857	3.19	22	32
13762504	3.21	28	29
83566248	1.96	22	96
42700309	2.84	15	23
56756955	3.74	16	58
86151100	3.89	37	73
20156780	3.13	18	25
67540412	1.88	24	53
90790251	2.63	32	73
55444891	2.03	17	24
83216477	2.49	19	18
90207665	3.52	18	27
54397076	3.74	34	67
52136325	2.78	33	107
25694251	3.26	21	58
28142273	3.94	31	85
72283568	2.63	35	97
43575862	2.23	34	63
70546180	2.20	33	72
98532871	2.08	18	63
82738045	3.67	29	89
69008295	2.67	30	48
96908189	2.67	27	55
70794539	3.26	32	117
93739766	2.15	22	30
65105252	3.07	32	106
30461387	2.91	22	101
85846690	3.10	19	59
45624212	2.58	23	79
19075298	2.02	28	58
51467179	2.34	15	54
88321461	2.87	32	104
60614478	3.21	28	15
58922823	2.70	31	63
28736047	2.60	22	89
70179913	1.93	26	82
56629062	1.89	36	24
39459537	2.66	17	78
72920909	2.61	36	114
18778556	3.90	20	62
67428374	3.66	20	55
16325194	2.16	35	96
35942970	2.50	39	72
74003317	2.55	40	79
87270400	1.83	20	73
66438025	3.20	16	60
12071801	2.83	35	87
16510752	3.13	23	42
82436744	2.59	40	81
58332856	2.21	28	32
33374252	2.71	36	32
32961406	3.49	16	17
40612692	2.70	38	116
54205085	3.44	18	56
48379097	3.56	30	58
80924020	2.98	26	69
64500469	2.31	39	97
97419752	3.63	24	65
51141452	2.34	23	64
27575129	2.51	33	18
89568570	3.97	28	95
45881907	2.56	26	34
54673906	3.24	25	54
82920763	3.50	23	93
99130743	3.62	21	30
26676819	2.79	23	68
39681055	3.32	33	67
93289098	2.73	32	31
90839999	2.86	16	65
51294418	2.21	24	102
95311113	3.08	16	53
87288136	3.07	28	55
61639273	2.33	34	81
12149293	2.36	15	84
18475803	2.78	24	56
81785114	3.80	16	53
72523491	2.65	26	106
70814617	1.96	23	62
42209548	2.98	31	80
61530781	3.90	35	51
31547275	3.83	17	50
35364806	3.50	39	117
28202323	3.86	31	55
74183664	3.92	17	34
38936383	2.09	18	67
87416931	3.32	21	41
36061379	2.47	19	63
40942873	2.91	25	108
94884864	3.53	26	117
93466469	3.95	23	116
55918959	2.98	24	110
95453290	3.76	37	53
49683092	3.14	29	78
18773487	3.29	30	48
71411278	2.54	28	120
58098914	2.28	30	69
85264626	2.17	36	80
39619434	2.57	21	62
70046431	3.78	32	61
85502883	3.50	30	60
46274299	3.97	39	43
25995114	3.98	19	28
35331508	2.91	31	76
65218169	2.75	39	20
88492842	3.14	30	94
77848859	3.33	27	88
28159405	2.55	33	70
18201534	3.80	23	76
18667916	3.85	16	80
34561922	3.11	21	16
77451077	2.99	19	47
43903487	3.59	30	42
84696311	2.91	38	77
49151279	3.97	35	76
79532981	2.91	35	94
27778058	1.99	32	70
46859090	3.41	38	92
89336464	1.88	29	50
27553600	3.67	22	57
29549495	2.75	25	32
37544552	3.91	26	90
94977371	3.52	26	60
80572824	3.05	19	73
83639863	2.57	40	18
11984509	2.77	30	65
39514088	2.78	16	30
92814720	1.95	34	87
15800997	2.36	37	80
16694507	1.87	40	40
73680580	3.01	27	96
88163503	3.21	17	40
45890441	2.82	22	109
69954738	2.07	32	102
73483708	3.99	18	94
78249705	3.55	29	50
11706718	3.43	40	95
68418535	1.87	17	120
34467825	3.13	20	114
29164498	3.35	29	21
71992637	3.31	29	110
35413016	3.89	35	24
27059007	2.58	40	40
33560038	1.99	30	15
21508818	3.95	22	64
34321431	3.67	38	41
40034547	3.56	18	77
88030835	2.46	22	15
54711081	3.08	19	19
14922023	3.38	38	80
82922087	3.39	28	36
95728950	3.65	35	42
24001220	1.86	26	101
98002380	3.42	18	71
41991492	2.93	30	80
66904381	2.35	38	115
89491653	3.57	19	92
22255969	3.44	17	111
96816621	3.07	27	16
66213535	3.74	23	69
22979726	2.06	21	62
96030350	2.09	38	101
36077942	3.13	19	50
78091593	3.49	37	59
83267876	1.88	35	72
98194330	3.85	15	55
62803477	3.64	24	96
25756292	3.12	30	73
89618174	2.18	20	18
86048945	3.41	25	81
78950367	3.55	16	102
76942109	3.95	26	49
82118920	2.23	21	38
18359994	3.07	24	58
11423099	2.72	40	57
84083985	2.74	30	26
18944287	2.64	38	41
79710975	3.47	19	48
66046003	3.37	27	87
60297208	1.94	35	71
36691254	2.74	29	115
31077224	1.94	35	97
80227507	2.46	22	64
47838262	3.02	26	31
45527651	3.85	24	56
27725381	2.68	25	63
93123820	3.18	39	89
80658361	2.85	28	90
81864534	2.94	37	61
81638729	3.13	29	108
14454008	2.80	26	28
97216946	1.99	35	53
74443869	2.96	20	112
75821576	3.46	22	102
50261968	2.64	26	112
47409175	2.43	38	111
30884936	3.30	20	90
99081835	2.37	39	83
33283983	2.04	24	69
73903298	1.99	26	71
84936077	3.89	33	68
89408364	3.58	20	116
55463735	2.07	25	114
68547166	2.27	18	111
50604416	2.11	16	120
34794755	2.52	30	78
53370840	1.90	30	23
56465727	3.16	24	106
84765626	2.24	17	23
97372951	2.24	23	117
20734563	3.82	20	29
90508347	3.45	32	38
28706555	3.10	32	116
28376577	3.26	24	25
21627930	2.97	31	37
17091883	2.20	25	16
57020532	2.74	22	112
97464544	3.11	30	63
80386324	3.41	33	53
76246055	3.61	22	30
85396556	2.23	17	78
60867179	3.50	25	104
37024773	1.84	35	29
73888147	3.97	40	23
76404714	3.92	26	54
13260937	2.84	36	47
76307818	2.07	20	88
43574139	2.57	28	120
43270124	3.59	20	31
76442812	3.76	24	38
15142462	2.80	34	74
60413625	2.24	27	69
57568415	3.26	38	88
92595090	2.65	19	62
80118962	3.09	34	70
32352043	2.22	36	79
10744380	2.38	25	73
51928859	2.95	36	79
81307748	2.26	20	44
98960716	2.40	25	117
87793765	2.48	19	18
88561127	3.09	16	100
50572810	3.56	24	84
16975903	2.80	36	58
95426524	2.94	17	25
55268631	3.28	31	35
90496107	1.83	21	15
10099947	2.63	26	23
95191260	2.57	15	30
20607434	2.63	15	68
73313045	3.01	23	23
53673038	2.61	38	93
20638533	3.75	24	108
94036334	2.09	18	38
11371745	3.56	28	97
52396734	2.49	22	51
64269986	2.52	40	33
54008188	3.73	32	93
41341735	2.49	19	89
72784809	2.08	36	48
71884120	3.79	33	96
46610959	3.18	30	22
49268752	2.33	35	70
41280902	3.59	19	83
37029111	3.46	26	78
98158391	3.33	22	65
31979574	3.96	27	60
37408823	2.32	18	70
64926445	3.57	31	109
35129229	2.34	39	73
94364395	2.53	26	73
14204193	3.32	18	45
50091160	3.81	34	102
68893743	2.94	28	29
80361942	2.05	26	44
97089899	2.31	29	102
96645381	3.52	20	107
26694546	3.87	39	116
19741265	2.98	23	51
69721163	3.09	26	30
61694607	2.10	31	19
35695230	2.77	24	111
68097618	3.49	21	117
60174043	3.92	21	87
73294590	2.98	20	60
84704119	3.12	24	70
83588254	3.58	26	32
27988543	3.28	38	20
85144593	2.12	15	113
50395054	2.80	33	89
17248110	2.33	15	81
39216458	3.47	24	76
98111389	2.59	18	37
42312356	3.62	28	110
83447460	1.90	26	52
16904560	3.70	32	95
54830240	3.91	18	93
94184098	2.98	16	109
33961182	1.88	40	15
16055277	2.39	35	29
52435488	3.53	32	120
59291479	3.23	15	112
10496955	2.64	23	31
25287416	3.46	28	23
42203721	2.62	30	19
23968190	3.19	21	93
24020609	2.02	25	82
65344087	2.33	21	41
23020643	3.00	20	85
83725305	3.00	20	106
35979410	3.84	29	119
35522777	3.57	40	88
89209402	2.44	24	72
83693006	3.33	35	42
79831034	3.39	40	117
47554764	3.01	23	78
94303599	2.01	34	111
32622678	3.41	29	55
55275394	3.13	16	32
24535194	2.73	28	118
73705625	3.96	33	50
49381468	4.00	20	80
65808601	3.81	22	42
93259927	1.84	30	38
85574157	3.86	18	84
63700534	1.96	28	108
42215014	1.80	36	93
27187681	3.00	16	65
26019887	3.84	26	105
38832043	1.93	21	54
43233291	2.26	29	52
92717120	3.33	29	25
68838099	2.72	18	42
47455554	3.33	18	43
20176022	3.45	30	117
18951039	1.83	25	82
90238445	2.30	16	114
47226139	3.69	36	29
88607091	2.29	19	29
38617405	2.52	36	80
50712809	3.82	31	75
99020170	1.90	21	32
75156146	3.96	27	53
20601133	1.87	16	53
83150083	3.99	34	62
97914599	3.19	23	83
29787602	2.51	40	82
32780472	2.20	17	80
22796011	2.69	26	65
53639687	3.48	30	39
72270938	2.76	35	27
62847494	2.50	23	73
34616755	2.76	30	83
54658586	2.67	33	101
12853808	3.36	24	45
59018483	2.54	17	19
11822850	2.21	17	53
55761499	3.86	21	69
57697831	2.61	36	30
26356816	2.01	39	104
14316234	2.89	32	105
68550675	3.35	21	38
72721508	2.13	28	110
45320557	2.50	18	48
46278854	3.27	16	26
54703980	3.73	20	45
50975958	2.22	38	110
81614538	2.68	29	76
54528289	2.51	21	22
99008414	2.57	36	114
97660726	3.53	27	16
83773444	3.41	35	55
46471302	2.72	35	98
82249350	1.91	34	91
42343272	3.66	38	96
86424088	3.33	23	64
23298107	3.34	36	96
87308559	2.42	30	46
22080199	3.13	22	109
26563928	3.67	35	88
83491013	3.28	23	56
74835642	2.56	24	116
10141380	3.99	37	81
65378027	2.05	33	49
26442890	3.26	18	73
15069846	2.48	32	20
94024484	2.88	18	105
89206806	1.88	24	99
19064273	2.84	24	35
75969364	3.59	21	87
71070223	2.40	33	76
37550684	3.01	40	41
84154680	2.40	26	84
52735543	3.70	18	42
98060236	2.89	15	75
79018379	3.46	39	57
97241369	2.88	18	59
62107952	2.39	23	57
91449400	3.85	18	46
25669269	3.87	23	30
73858482	2.58	15	114
28160018	3.04	18	18
33655930	3.53	31	53
17936202	2.94	25	94
82522650	2.09	38	19
93854820	2.05	40	31
89073171	2.86	32	77
13076004	2.73	22	19
28486088	2.14	30	94
45108083	2.37	15	57
86754464	3.26	23	118
90442731	3.57	22	38
18104592	2.80	24	117
61998604	3.34	34	96
92300478	2.03	16	51
36503062	2.17	37	86
50476287	2.87	15	69
22061013	2.05	24	92
30026467	2.36	29	88
39434784	2.11	31	33
36077347	2.48	23	32
57641415	3.14	38	41
68942053	2.86	15	94
50865635	2.03	31	15
42200466	3.34	39	101
21639069	3.89	34	21
69549424	3.28	22	56
43767196	3.31	37	93
90075557	3.37	36	108
48209694	3.47	25	115
69952677	2.65	25	95
11475621	2.80	19	21
73111859	1.95	24	57
45631979	2.34	23	83
35086938	2.07	15	119
12759306	2.98	28	80
91374992	2.80	38	20
26683439	3.98	35	55
81509453	3.66	20	81
28058692	2.86	25	40
11213461	3.31	18	41
98806734	3.62	35	108
55763298	2.60	30	96
16661165	3.28	19	41
26993849	3.30	36	82
11179229	2.67	33	116
94341583	3.26	37	22
63300682	2.15	21	64
85833921	1.92	30	59
93859160	3.44	31	100
96229983	2.66	17	44
63003323	2.84	25	54
94423282	3.37	38	63
43543264	3.95	21	86
31417633	3.91	33	84
91312266	2.22	15	19
44650827	3.76	17	102
80987829	2.97	26	16
46606469	3.89	21	31
33799943	3.64	34	85
46824654	2.92	40	38
80835754	3.66	24	103
18711060	3.71	28	40
30967788	3.45	18	77
46817881	2.61	35	40
69057700	3.41	27	115
33672928	2.42	40	113
48534704	3.07	31	47
50157478	3.79	20	107
45334305	2.66	35	48
21359281	3.40	30	91
11668150	2.21	30	19
94845339	3.78	16	16
22714928	3.42	27	81
31996922	3.77	28	47
38921203	2.82	32	44
51779814	3.78	24	96
23071740	3.67	38	63
42722106	3.10	23	16
59379438	3.13	19	110
96282271	2.59	31	85
12355907	3.30	17	86
50854314	1.95	31	116
14482092	2.06	33	110
49448851	3.37	35	29
58197411	2.36	32	37
51623641	3.11	39	75
49832894	2.76	40	119
68289873	3.38	31	95
31754594	2.24	27	97
72408217	1.92	32	64
63506602	2.24	23	91
30328939	2.26	21	50
44523509	2.14	29	28
39930566	3.80	24	63
16308706	2.16	20	53
14964704	3.65	38	90
94843186	1.84	15	40
71777800	3.68	34	52
79889502	1.90	38	71
36830495	2.30	20	88
39200840	3.34	21	44
18970527	1.87	21	67
42840478	3.50	26	51
74881224	2.68	35	22
46885513	2.69	21	97
62996412	3.18	15	63
38670423	2.32	19	110
64793999	2.93	27	88
68230751	3.32	34	84
26646127	2.54	15	16
63306493	1.88	36	60
49234260	3.55	22	31
99768246	3.38	22	62
23813655	2.03	28	26
99733419	3.50	19	36
82213981	2.24	28	52
31861942	2.95	37	18
92851751	2.67	17	68
45181007	2.94	26	101
56592444	3.22	18	102
66012808	1.99	31	114
51234135	1.92	18	115
15670436	2.03	22	66
20152257	2.65	21	25
64550531	1.91	30	79
61597610	3.08	31	29
45393498	3.22	27	106
68027722	3.88	37	62
81331064	1.96	35	25
14448873	2.94	18	58
11443212	3.67	21	97
90974884	2.84	29	23
20662820	1.94	37	79
42104434	3.24	20	63
50345001	2.36	16	35
68798617	1.97	20	40
12808358	3.32	28	60
21424680	2.66	23	41
54005518	3.82	25	98
76406471	2.11	36	113
27822062	2.43	17	34
41492431	3.74	18	28
65819599	2.65	33	70
44507799	4.00	31	70
39597102	3.46	33	46
49767111	3.30	32	51
34876334	3.96	21	99
58257207	3.60	27	16
94222984	2.07	35	60
67043469	2.71	37	85
98044234	3.27	17	49
99624699	3.83	27	72
51820813	2.19	33	95
75954386	2.64	23	27
11973941	2.81	25	34
11876862	2.43	23	28
41295962	2.45	30	106
13631156	1.81	34	90
39456391	3.17	16	43
67057358	3.65	23	44
72581241	3.48	37	109
49903065	3.52	17	68
14910565	1.83	19	62
34717417	3.78	38	47
14177960	3.04	39	63
25527613	3.21	24	85
20692597	3.61	25	65
97352797	3.98	26	64
32691542	2.60	26	81
94615031	3.64	33	58
53066691	3.01	38	97
24714905	3.31	33	18
87079081	2.97	37	30
78588902	2.89	36	113
41755406	2.05	32	99
39330707	3.13	16	100
24097495	2.26	19	19
58990651	2.45	21	86
54238258	2.93	36	33
32617990	2.74	22	36
11631751	2.03	36	66
64931266	2.53	16	91
80622919	2.27	39	113
53503315	2.58	27	98
29319195	2.73	20	71
57167110	3.44	15	32
64597671	2.64	23	46
91090483	3.11	28	81
38788977	3.05	19	33
28795184	3.50	20	80
96680363	2.97	31	44
11302981	2.03	37	113
33786660	2.19	34	66
20294358	2.24	27	56
10263150	3.44	23	18
86338447	3.46	34	101
51283837	2.24	23	27
28058403	3.68	27	76
88542750	3.39	35	65
74215354	3.28	36	76
85179799	1.80	38	99
54220258	2.07	39	99
96943086	2.53	33	19
65596744	2.38	37	62
22557845	3.83	16	40
87312837	2.97	30	36
64398221	3.10	37	109
79827704	2.28	22	56
28992166	2.59	26	65
51614783	2.28	36	115
29981552	3.57	40	72
23468631	2.08	33	47
34672741	3.33	18	17
78244095	2.12	30	15
94007712	3.20	24	39
43269312	2.30	25	39
99968986	2.04	32	38
41687634	3.32	26	71
86262488	3.98	25	84
24994101	2.65	38	58
73360886	2.97	35	79
94986068	3.98	26	58
21610427	2.70	35	111
41900281	2.34	18	38
66284590	3.82	18	20
62294480	2.57	22	107
39387439	3.57	31	47
33570153	3.93	38	65
75733736	3.73	24	98
43608124	1.96	24	23
16435968	3.59	30	82
69739426	2.93	19	21
23016449	3.38	29	47
29903743	1.98	21	57
57372838	3.66	16	95
52517929	3.44	15	20
50971230	2.42	35	63
27071384	3.20	21	107
77331167	2.90	32	19
36078743	3.44	34	117
65261537	3.59	29	23
42801497	3.30	29	72
48463183	2.61	31	107
57390706	2.84	25	52
56613470	2.66	16	69
25772640	3.52	25	63
42185008	3.14	21	76
14996459	1.89	28	29
38230527	2.85	22	36
17947537	1.82	21	62
34325863	3.66	18	107
96651453	3.90	20	94
82650039	3.29	22	66
98742736	3.12	29	37
89644301	2.32	20	54
34124744	3.79	34	57
63799906	3.84	32	96
19571731	2.23	24	63
85663913	2.13	21	69
83066146	3.39	32	26
23510689	2.91	25	100
53255704	2.19	37	41
65830620	2.68	23	38
89610631	3.63	39	110
51094968	2.71	27	106
64771466	3.00	24	66
88160244	2.91	39	93
35494549	3.62	37	45
57656371	3.66	22	22
56756120	2.89	28	98
97696114	1.89	24	84
12240952	3.65	26	104
32220314	2.68	15	73
29192388	2.16	22	56
32623203	3.26	24	117
17427102	2.76	21	92
33995952	2.48	19	79
23971121	3.60	15	34
72923860	3.53	40	57
13412197	2.86	15	35
71439769	3.73	16	112
98966117	3.07	17	79
32934720	3.15	34	94
77349645	2.02	40	90
61267680	3.99	18	33
88171197	3.03	22	29
69542084	3.74	39	46
21100564	3.77	29	70
62207247	2.95	32	81
13388183	2.40	23	69
26192425	3.79	29	45
20019100	2.78	32	50
71807000	2.38	20	92
21024463	3.56	17	65
84757509	3.98	24	48
79802397	3.53	16	42
71540131	3.92	23	100
91618593	2.20	29	89
69033690	3.71	22	51
96497547	3.92	39	77
31717799	1.98	16	25
46312122	3.86	15	35
31391983	3.28	26	66
54643295	3.99	26	25
22156259	3.48	17	51
40479485	3.46	17	59
10871728	1.95	33	39
33570498	3.23	28	103
65589324	2.34	36	69
96355178	3.12	17	72
30255223	2.16	18	22
92244334	3.11	35	71
79171011	3.04	15	48
14160541	3.24	25	87
42263239	2.42	18	38
33462151	1.96	15	118
57877178	3.71	34	85
91763781	1.80	40	96
28881835	3.56	22	35
93448701	3.68	23	87
59932269	2.62	26	31
32904623	2.34	27	25
22772452	3.16	20	76
53267549	3.53	34	76
83517179	1.98	31	46
19720717	3.36	21	38
35079317	3.01	19	78
52683926	3.89	35	92
52492328	3.07	34	63
52167846	2.90	26	41
54456932	2.94	15	26
47297188	2.64	16	70
75003112	3.29	40	17
21713816	3.29	23	80
22327497	3.23	36	102
60895272	1.98	32	64
86461794	3.18	28	19
28464099	3.87	33	84
50249087	2.27	19	16
68224552	2.27	33	87
10959369	2.68	22	95
49512437	2.69	29	63
63683751	2.53	33	92
19990540	2.62	38	50
36507392	3.39	33	53
69340952	2.65	18	70
43310031	2.70	37	76
96963212	3.56	23	62
98278365	3.43	15	49
44163773	3.10	33	59
69218439	2.78	33	37
14384042	3.50	25	69
20239734	3.49	16	101
63360468	3.86	38	62
95229138	2.86	17	94
46079818	2.44	36	98
64851510	2.13	40	98
41424233	1.82	30	76
65691261	2.88	29	93
75145569	3.73	15	75
46663769	2.77	40	48
61318090	3.55	30	103
79288755	1.84	40	59
88533144	3.20	16	111
13273746	3.94	15	110
56954296	1.80	24	85
78318141	2.73	18	15
37999912	2.66	29	92
20636273	2.73	19	108
38797943	2.21	21	87
69254420	3.33	40	41
82699639	2.05	33	32
48242600	3.64	28	109
69565520	2.39	33	99
64802942	4.00	19	60
34409032	3.40	40	102
24759883	3.14	23	41
14667467	3.33	30	107
56967231	2.29	33	47
23026645	2.10	24	114
98676974	3.28	22	96
41459708	1.85	21	71
59660478	2.25	38	46
17340082	1.99	20	109
48726644	3.80	28	75
33034691	2.84	36	77
11115830	3.03	27	15
51119513	1.98	30	117
